iter	Logloss
243	0.3740759236
244	0.3739173966
245	0.3735917498
246	0.373433742
247	0.3731555612
248	0.3728227071
249	0.372765687
250	0.3725750727
251	0.3724133854
252	0.3722852635
253	0.3721447781
254	0.3718623651
255	0.371783454
256	0.3714331248
257	0.3711508802
258	0.3708728282
259	0.3706264629
260	0.3703171008
261	0.3700844528
262	0.3697108187
263	0.369342266
264	0.3690566725
265	0.3689834885
266	0.3687637422
267	0.3685901582
268	0.3682788136
269	0.3680896757
270	0.3679983571
271	0.3677853968
272	0.3676324254
273	0.3675993952
274	0.3673658536
275	0.3669630752
276	0.3665715444
277	0.3661543809
278	0.3660822865
279	0.3659655314
280	0.3657014656
281	0.3653176098
282	0.3646983429
283	0.3646516851
284	0.3645163597
285	0.364345939
286	0.3642599677
287	0.3641394113
288	0.3639848842
289	0.363777064
290	0.3636374339
291	0.3635208545
292	0.3632776055
293	0.3631601967
294	0.363019987
295	0.3628250717
296	0.3625789505
297	0.3623162727
298	0.3620527151
299	0.3617015359
300	0.3614765395
301	0.3611913092
302	0.3609632556
303	0.3607328187
304	0.3606153574
305	0.3605779311
306	0.3603998673
307	0.3601921116
308	0.3601104677
309	0.3600389426
310	0.3598151608
311	0.3594589818
312	0.3592437848
313	0.3592190297
314	0.3590266763
315	0.3587763796
316	0.3585407679
317	0.3581450134
318	0.3578799976
319	0.35776553
320	0.3576465066
321	0.357448167
322	0.3573398419
323	0.3572487416
324	0.3570392444
325	0.357019324
326	0.3569206051
327	0.3568021337
328	0.3566690043
329	0.3565526667
330	0.3565436699
331	0.3564294903
332	0.3562527719
333	0.3559655455
334	0.3557615702
335	0.3557330841
336	0.3555258934
337	0.3552817071
338	0.355106559
339	0.3549409019
340	0.3548546043
341	0.354670652
342	0.3546060677
343	0.3543867252
344	0.3542549815
345	0.3540307857
346	0.3538968597
347	0.3538043819
348	0.3537178537
349	0.3536053958
350	0.3533742219
351	0.3532805515
352	0.3529153789
353	0.3526539163
354	0.3525135822
355	0.3522999689
356	0.3521109362
357	0.3519452215
358	0.3518591591
359	0.351725144
360	0.3515529135
361	0.3513714975
362	0.3512136306
363	0.3510999572
364	0.3510445057
365	0.3509597216
366	0.350900059
367	0.3506803764
368	0.350591471
369	0.3504166885
370	0.350392758
371	0.3503120436
372	0.3500437577
373	0.3500048068
374	0.3497743202
375	0.3496284317
376	0.3495322429
377	0.3494031151
378	0.3490092527
379	0.3489415924
380	0.3486743268
381	0.3486068166
382	0.3484999926
383	0.3484120013
384	0.3483216018
385	0.3482054472
386	0.3479448348
387	0.3477383222
388	0.3476213946
389	0.3474275797
390	0.3474128164
391	0.3473014648
392	0.3472198166
393	0.3470218871
394	0.3468153476
395	0.3466953254
396	0.3463579565
397	0.346295316
398	0.3462243159
399	0.346039368
400	0.3458506229
401	0.3457692491
402	0.3456166884
403	0.3454202213
404	0.3453509753
405	0.3453071756
406	0.3452395285
407	0.3451859041
408	0.3451014675
409	0.34490316
410	0.3447942642
411	0.3446780974
412	0.3444720279
413	0.344355966
414	0.3442517446
415	0.3439544251
416	0.3437827859
417	0.3436477373
418	0.3435376164
419	0.3433996085
420	0.3433108138
421	0.343107102
422	0.3429786225
423	0.3429398684
424	0.3427566091
425	0.3426811628
426	0.3425448451
427	0.342446676
428	0.3423361332
429	0.3421157556
430	0.3420848025
431	0.3419096393
432	0.3418358782
433	0.3416446762
434	0.3414219388
435	0.3412030644
436	0.3409794896
437	0.3409330163
438	0.3407638132
439	0.3406981699
440	0.3405816435
441	0.3404706891
442	0.3402672264
443	0.3401097522
444	0.3399172182
445	0.3396588408
446	0.3395742449
447	0.3395032222
448	0.3393901821
449	0.3393556597
450	0.3392398407
451	0.3391070245
452	0.3390697568
453	0.3389784893
454	0.3387533523
455	0.3386752894
456	0.3383623995
457	0.3382397151
458	0.33813498
459	0.3379993089
460	0.337860743
461	0.3377641062
462	0.3376903157
463	0.3375534576
464	0.3374309844
465	0.3371685979
466	0.3371476997
467	0.3370455185
468	0.33683285
469	0.3367897211
470	0.3366960348
471	0.3364767294
472	0.3362867544
473	0.3361998221
474	0.3359193431
475	0.3357667371
476	0.3357073516
477	0.3356199331
478	0.3355701922
479	0.3354682087
480	0.3353527975
481	0.3353099589
482	0.3351677603
483	0.3350762576
484	0.3350457284
485	0.3350066049
486	0.3347224978
487	0.3346461848
488	0.3344233886
489	0.3343462019
490	0.334285115
491	0.334124148
492	0.3340333086
493	0.3338145983
494	0.3336700321
495	0.3336446906
496	0.3335766521
497	0.3334673947
498	0.3333894611
499	0.3331609526
500	0.33289161
501	0.3328378838
502	0.3326841675
503	0.3326429753
504	0.3325021814
505	0.332482447
506	0.3324521557
507	0.3323743677
508	0.3323179356
509	0.3322198907
510	0.3319602161
511	0.3317589875
512	0.3316334345
513	0.3315732135
514	0.3314604342
515	0.3313580413
516	0.3310258114
517	0.330962106
518	0.3307695762
519	0.3307277038
520	0.3306379065
521	0.3304997875
522	0.3304511777
523	0.3302491785
524	0.3301609445
525	0.3299296562
526	0.3296676799
527	0.3296335502
528	0.3295095977
529	0.3293547569
530	0.3292415507
531	0.3291787629
532	0.3290264841
533	0.3288813059
534	0.3287725417
535	0.3287089295
536	0.3285994191
537	0.3284666969
538	0.328391344
539	0.3283001683
540	0.3278926193
541	0.3276684547
542	0.3275546821
543	0.3272497491
544	0.3272062386
545	0.3271069929
546	0.3270463337
547	0.326922982
548	0.3266665034
549	0.3265317277
550	0.3264664512
551	0.326420394
552	0.3263495696
553	0.3262636552
554	0.3261316925
555	0.3260484078
556	0.3257267595
557	0.3256874836
558	0.3256026641
559	0.3254661733
560	0.3253471938
561	0.3251859139
562	0.3249829981
563	0.3249066988
564	0.3248461407
565	0.3247124471
566	0.3246898671
567	0.3246549992
568	0.3245299488
569	0.3244502678
570	0.3243139859
571	0.3242357839
572	0.3240654187
573	0.3239364271
574	0.3238499191
575	0.3238419252
576	0.3237522482
577	0.3236700342
578	0.3235468975
579	0.3233717544
580	0.3232431481
581	0.3231334574
582	0.3230687965
583	0.3229157125
584	0.3228763516
585	0.3227326074
586	0.3225579378
587	0.3225147361
588	0.3224492372
589	0.3222813705
590	0.32220487
591	0.322068696
592	0.322035724
593	0.3219380115
594	0.3218786341
595	0.3216070055
596	0.3215405747
597	0.321466634
598	0.3213963532
599	0.321172587
600	0.3210385663
601	0.3209866391
602	0.3209343566
603	0.320605438
604	0.3203827271
605	0.3203460532
606	0.320292034
607	0.3202043629
608	0.3201200457
609	0.3200541891
610	0.3199753899
611	0.3197130497
612	0.3196216627
613	0.3195218463
614	0.3194380788
615	0.3194106877
616	0.3192709991
617	0.3192079568
618	0.3189336354
619	0.3188047776
620	0.3187225106
621	0.3185520841
622	0.3182650838
623	0.3182066539
624	0.3180503215
625	0.3180233829
626	0.3179747462
627	0.3178936463
628	0.3178446843
629	0.3177276552
630	0.3175863544
631	0.3174223625
632	0.3174117814
633	0.3173145126
634	0.3172231164
635	0.3170782325
636	0.3170120649
637	0.3168011297
638	0.3167472522
639	0.3164807154
640	0.316337954
641	0.3162152571
642	0.3161075669
643	0.3160017067
644	0.3159776993
645	0.3156744617
646	0.3155936849
647	0.3153889384
648	0.315274699
649	0.3151311378
650	0.3148448274
651	0.3145874883
652	0.3145430431
653	0.3145349314
654	0.3144676665
655	0.3144321318
656	0.3144228353
657	0.3144037894
658	0.3142272524
659	0.314200754
660	0.3141368848
661	0.3140970503
662	0.3140085825
663	0.3137357986
664	0.3136549081
665	0.3135557623
666	0.3135101641
667	0.3134310912
668	0.3132792139
669	0.3131041656
670	0.3129653707
671	0.3127731169
672	0.3125090711
673	0.3123580254
674	0.3123135777
675	0.3122933111
676	0.3121813013
677	0.3121519279
678	0.3120387215
679	0.3120320697
680	0.3119851874
681	0.3119448283
682	0.3118652675
683	0.3118238108
684	0.311472276
685	0.3112292919
686	0.3111511211
687	0.3111049955
688	0.3109625221
689	0.3108775068
690	0.3107614121
691	0.3105661927
692	0.3104829695
693	0.3104028001
694	0.3102519432
695	0.3101557171
696	0.3100620085
697	0.3099968141
698	0.3099555277
699	0.3098642015
700	0.3097921536
701	0.3097165813
702	0.3094953532
703	0.3093989285
704	0.3093526267
705	0.3091794768
706	0.3090180466
707	0.3089161959
708	0.3088743302
709	0.3088001208
710	0.3086892659
711	0.3086381592
712	0.3085104062
713	0.3083458137
714	0.3083003984
715	0.3082455538
716	0.3081873076
717	0.3081271933
718	0.3079355505
719	0.3078512323
720	0.3076088381
721	0.3075636862
722	0.3072855069
723	0.3071660802
724	0.3071171329
725	0.3069992861
726	0.3068867832
727	0.3067764135
728	0.3065863533
729	0.306515205
730	0.3063226053
731	0.3062212445
732	0.3060575811
733	0.3059228183
734	0.3058044007
735	0.3057165899
736	0.3056840378
737	0.3055005708
738	0.3052944375
739	0.3052326523
740	0.3051090401
741	0.3048203555
742	0.3047732573
743	0.3046564446
744	0.3044662039
745	0.3043093135
746	0.3040070054
747	0.3039027501
748	0.3038209952
749	0.3037489977
750	0.3035727069
751	0.3034528639
752	0.3032733072
753	0.3032048303
754	0.3030240799
755	0.3028258655
756	0.3027262109
757	0.3026849197
758	0.3024175751
759	0.3022469342
760	0.3021123059
761	0.3020663042
762	0.3020221228
763	0.3019813086
764	0.3019109309
765	0.3019031967
766	0.301697075
767	0.3014644574
768	0.3014215029
769	0.3013138729
770	0.3010728219
771	0.3009044018
772	0.3007969023
773	0.3007259984
774	0.3006724956
775	0.3002940258
776	0.3002118112
777	0.300066817
778	0.2999551046
779	0.2998960682
780	0.299816689
781	0.2995364732
782	0.2994771204
783	0.2994028038
784	0.2993119093
785	0.2992127354
786	0.2991613536
787	0.2990538637
788	0.2989392065
789	0.2989001402
790	0.2988839553
791	0.2986361576
792	0.2986033406
793	0.2985782316
794	0.298446706
795	0.2983822696
796	0.2981194668
797	0.2980544253
798	0.2979792035
799	0.2978614366
800	0.297743237
801	0.2976566897
802	0.29759792
803	0.2973364542
804	0.2972914237
805	0.2970217672
806	0.2969292462
807	0.2968275946
808	0.2965830038
809	0.2964151582
810	0.296307905
811	0.2962480092
812	0.2959251067
813	0.2958765064
814	0.2956869303
815	0.2955904391
816	0.2954133448
817	0.2952475501
818	0.2951606961
819	0.295088691
820	0.2948791838
821	0.2947448815
822	0.2946543655
823	0.2945201797
824	0.2943436349
825	0.2940170161
826	0.293873735
827	0.2937652842
828	0.2936553032
829	0.2935844819
830	0.2933867164
831	0.2933104812
832	0.2931377433
833	0.2930938858
834	0.2929869312
835	0.2927855863
836	0.2926205087
837	0.2925338572
838	0.2923892079
839	0.2923405185
840	0.2922890967
841	0.2922270617
842	0.2921868825
843	0.2920789342
844	0.2918893104
845	0.2917921782
846	0.2916201712
847	0.2914129312
848	0.2913755376
849	0.2912934385
850	0.2911597566
851	0.2907853022
852	0.290730371
853	0.2906566543
854	0.290593163
855	0.2905091581
856	0.2904825989
857	0.2903621746
858	0.2902959127
859	0.2901898648
860	0.2899674628
861	0.2897011213
862	0.2895156123
863	0.2894267902
864	0.289321501
865	0.2892661933
866	0.2891410843
867	0.2890470929
868	0.288931485
869	0.2888230105
870	0.2887565059
871	0.2886890322
872	0.2886033297
873	0.2885595379
874	0.2883736825
875	0.288318919
876	0.2882360237
877	0.2881497829
878	0.2879268442
879	0.2877685945
880	0.2876065249
881	0.2875367501
882	0.287206844
883	0.2871662216
884	0.2869586704
885	0.2868496496
886	0.2866919625
887	0.2864945569
888	0.2864004844
889	0.2863649839
890	0.2862567976
891	0.2860302377
892	0.2858801751
893	0.2858320396
894	0.2856904806
895	0.2854109264
896	0.285390688
897	0.2851946051
898	0.2850938405
899	0.2849766266
900	0.2847171419
901	0.2846355206
902	0.2845557926
903	0.2844393325
904	0.2843344259
905	0.2842720221
906	0.2842103916
907	0.2841242441
908	0.2840459014
909	0.283928468
910	0.2838247012
911	0.2836126826
912	0.2834632234
913	0.2834058636
914	0.2833624294
915	0.2832223094
916	0.2831066317
917	0.2830299885
918	0.2829620745
919	0.2828511464
920	0.2827270533
921	0.2825486369
922	0.2822729693
923	0.2822358787
924	0.2820679134
925	0.2818860752
926	0.2818051771
927	0.2817417345
928	0.2816676352
929	0.2815501542
930	0.2814794192
931	0.2813339625
932	0.281271129
933	0.2811989135
934	0.2810458654
935	0.2809808503
936	0.2809091405
937	0.2808203446
938	0.2807737518
939	0.2806701691
940	0.2804294271
941	0.2803760997
942	0.2801769792
943	0.2801118975
944	0.2799941533
945	0.2798290457
946	0.2797230791
947	0.2796667968
948	0.2795965805
949	0.2794870269
950	0.2794016493
951	0.279261905
952	0.2791843505
953	0.2791362374
954	0.2790838922
955	0.2788887468
956	0.2786824127
957	0.2784923412
958	0.2784397517
959	0.2782753307
960	0.2782487174
961	0.2781049789
962	0.2780854648
963	0.2778597831
964	0.2776715516
965	0.2776081956
966	0.2775506607
967	0.2774543628
968	0.2773915432
969	0.2773299014
970	0.2772237522
971	0.2769850427
972	0.2768919825
973	0.276758721
974	0.2766963638
975	0.2766295474
976	0.2765086889
977	0.276433448
978	0.2763131082
979	0.2762650139
980	0.2762113163
981	0.2760851622
982	0.2760153669
983	0.2759406836
984	0.2757390681
985	0.2756685837
986	0.2756090889
987	0.2755507772
988	0.2752747099
989	0.2752104211
990	0.2751155681
991	0.2749178318
992	0.2748685098
993	0.2747676793
994	0.2746621256
995	0.2746344847
996	0.2745049428
997	0.2744230455
998	0.2742403946
999	0.2741813055
